CoC_Number,Year,B01003_001E,B17001_002E,B25002_001E,B25002_003E,B25003_003E,B25003_001E,B25106_001E,B23025_003E,B23025_005E,B25064_001E,B19013_001E,Unemployment_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Poverty_Rate,Overall Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Unsheltered Homeless,Sheltered Total Homeless,...1,"Total Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)",Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Year-Round Beds (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Year-Round PSH Beds,Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH)
MI-510,2011,194299,35942,84489,10261,19647,74228,10413,89332,11748,38059,2276297,13.150942551381364,12.144776243061226,26.46844856388425,53.00045808520385,18.49829386666941,390,243,147,77,313,5033,NA,147,206,NA,NA,NA,61,86,78,128,NA,NA,NA,NA,NA,668,462,206
MI-510,2012,200017,36460,86953,9527,20732,77426,10735,92287,12076,39867,2379881,13.085266613932623,10.95649373799639,26.776535014077957,51.77985722554506,18.228450581700557,402,243,159,77,325,4603,NA,163,198,NA,NA,NA,74,79,81,112,NA,NA,NA,NA,NA,647,426,221
MI-510,2013,198841,37246,86778,9366,21113,77412,10738,92349,12354,39088,2349728,13.3775135626807,10.793058148378622,27.273549320518782,50.85965992516459,18.731549328357833,350,175,175,7,343,4182,NA,179,193,NA,NA,NA,81,88,76,112,NA,NA,4,3,1,286,130,156
MI-510,2014,194117,34657,85234,9225,20822,76009,10294,90300,11062,38776,2346628,12.250276854928018,10.823145693033297,27.39412438000763,49.43809432331188,17.853665572824635,325,190,135,12,313,3764,405,192,207,6,166,224,72,110,94,108,0,6,51,34,17,286,131,155
MI-510,2015,196479,34825,86823,8898,21655,77925,10789,91270,10164,39832,2382578,11.136189328366386,10.248436474206143,27.789541225537373,49.8222119602863,17.724540536138722,308,190,118,19,289,3355,396,216,174,6,177,204,83,123,94,75,0,6,74,59,15,317,159,158
MI-510,2016,195201,33795,86792,8864,21708,77928,10696,90367,8617,39825,2439194,9.53556054754501,10.21292285003226,27.856482907299046,49.27215772986917,17.312923601825812,343,190,153,17,326,2948,395,204,185,6,171,209,73,121,98,82,0,6,72,61,11,332,159,173
MI-510,2017,190077,32895,85737,8669,22122,77068,10800,87768,7246,40579,2416063,8.255856348555282,10.11115387755578,28.704520683033163,48.82017900732303,17.306144352025758,388,188,200,15,373,2543,430,210,214,6,210,202,72,123,138,73,0,6,34,19,15,380,182,198
MI-510,2018,192778,32975,87377,8729,22360,78648,10941,89316,6705,42941,2585609,7.507053607416364,9.990043146365748,28.43047502797274,48.93112701252236,17.105167602112274,357,153,204,12,345,2144,404,208,190,6,197,189,73,120,124,63,0,6,41,32,9,388,192,196
MI-510,2019,190213,33185,86932,8682,22672,78250,11106,88169,6104,42825,2582394,6.923068198573194,9.987116366815442,28.973801916932906,48.98553281580805,17.44623133014042,364,186,178,12,352,1745,431,222,203,6,222,189,81,126,141,57,0,6,48,30,13,414,222,192
MI-510,2020,174074,31696,81181,8548,21734,72633,11045,79969,5493,43563,2704578,6.868911703285023,10.52955740875328,29.923037737667453,50.818993282414645,18.20834817376518,431,227,204,10,421,1350,435,245,184,6,226,193,110,123,116,64,0,6,55,37,18,401,211,190
MI-510,2021,183740,32746,82993,7956,21641,75037,10815,84108,5759,48578,3023921,6.847148903790365,9.586350656079428,28.840438716899662,49.97458527794464,17.821922281484706,331,145,186,0,331,958,448,260,182,6,231,196,111,136,120,54,0,6,43,30,13,373,176,197
MI-510,2022,181255,32798,82029,7725,20628,74304,10316,83370,5730,51568,3208495,6.872975890608132,9.417401163003328,27.761627906976745,50.00969555943377,18.09494910485228,313,148,165,5,308,569,369,264,99,6,166,183,90,161,76,16,0,6,118,82,36,285,135,150
MI-510,2023,181255,32798,82029,7725,20628,74304,10316,83370,5730,51568,3208495,6.872975890608132,9.417401163003328,27.761627906976745,50.00969555943377,18.09494910485228,324,180,144,15,309,182,389,284,99,6,172,196,117,152,55,38,0,6,79,64,15,281,146,135
MI-511,2007,100911,13407,43331,5500,7633,37831,3492,49857,5640,15744,1126593,11.312353330525303,12.692991161062519,20.176574766725704,45.74872265164417,13.285964860124269,93,45,48,8,85,6820,NA,68,28,NA,NA,NA,39,29,28,0,NA,NA,NA,NA,NA,0,0,0
MI-511,2008,100911,13407,43331,5500,7633,37831,3492,49857,5640,15744,1126593,11.312353330525303,12.692991161062519,20.176574766725704,45.74872265164417,13.285964860124269,93,45,48,8,85,6368,NA,53,52,NA,NA,NA,28,25,52,0,NA,NA,NA,NA,NA,0,0,0
MI-511,2009,100911,13407,43331,5500,7633,37831,3492,49857,5640,15744,1126593,11.312353330525303,12.692991161062519,20.176574766725704,45.74872265164417,13.285964860124269,114,29,85,5,109,5918,NA,53,75,NA,NA,NA,28,25,74,1,NA,NA,NA,NA,NA,79,69,10
MI-511,2010,100911,13407,43331,5500,7633,37831,3492,49857,5640,15744,1126593,11.312353330525303,12.692991161062519,20.176574766725704,45.74872265164417,13.285964860124269,120,40,80,5,115,5472,NA,62,71,NA,NA,NA,33,29,70,1,NA,NA,NA,NA,NA,73,60,13
MI-511,2011,100456,13157,43402,5729,7559,37673,3574,49857,5640,16010,1127288,11.312353330525303,13.19985254135754,20.064767870888968,47.28138642677603,13.097276419526956,166,67,99,14,152,5034,NA,69,97,NA,NA,NA,43,26,72,25,NA,NA,NA,NA,NA,110,94,16
MI-511,2012,99878,13422,43406,5815,8213,37591,3951,48787,5821,16286,1117551,11.931457150470411,13.396765424134912,21.84831475619164,48.106660172896625,13.438394841706883,118,44,74,22,96,4604,NA,63,50,NA,NA,NA,34,29,48,2,NA,NA,NA,NA,NA,103,57,46
MI-511,2013,99505,13348,43390,5636,8388,37754,4068,48056,5709,17067,1100644,11.879890128183785,12.989168011062457,22.217513376066112,48.497854077253216,13.41440128636752,124,48,76,13,111,4183,NA,66,50,NA,NA,NA,34,32,50,0,NA,NA,7,6,1,16,4,12
MI-511,2014,99257,13628,43439,5580,8618,37859,4082,47899,4883,17605,1107171,10.194367314557715,12.845599576417504,22.76341160622309,47.36597818519378,13.730014004050092,138,43,95,20,118,3765,124,70,54,0,87,35,35,35,52,0,0,0,0,0,0,13,2,11
MI-511,2015,98902,13427,43412,5448,8784,37964,4113,47156,4061,17628,1106234,8.611841547205023,12.549525476826684,23.137709408913707,46.82377049180328,13.576065195850436,128,55,73,18,110,3356,117,69,48,0,79,36,35,34,44,2,0,0,13,2,11,13,2,11
MI-511,2016,98673,13434,43456,5600,8458,37856,3812,46747,3454,18190,1136017,7.388709435899631,12.886597938144329,22.342561284868978,45.06975644360369,13.614666626128727,137,51,86,18,119,2949,124,76,48,0,86,34,42,34,44,0,0,0,11,5,6,189,144,45
MI-511,2017,98585,12811,43690,5575,8516,38115,3700,47156,2801,18283,1176043,5.939859190771058,12.760357061112382,22.342909615636888,43.44762799436355,12.994877516863621,128,59,69,0,128,2544,117,67,50,0,81,36,35,32,46,4,0,0,34,27,7,12,0,12
MI-511,2018,98474,11411,43751,5529,8644,38222,3648,46739,2365,18329,1226418,5.06001412096964,12.637425430275878,22.615247763068393,42.20268394261916,11.587830290228892,117,54,63,0,117,2145,110,66,44,0,76,34,35,31,41,3,0,0,25,17,8,7,0,7
MI-511,2019,98381,10608,43806,5461,8617,38345,3448,46849,2221,18509,1255195,4.740762876475485,12.466328813404557,22.472291041856828,40.01392596031101,10.782569805145302,123,60,63,3,120,1746,175,128,47,0,81,94,37,91,44,3,0,0,37,24,13,7,0,7
MI-511,2020,86630,9922,38858,4670,8224,34188,3251,40726,2024,17547,1225313,4.9697981633354615,12.01811724741366,24.055224055224055,39.5306420233463,11.453307168417409,168,81,87,7,161,1351,184,122,62,0,93,90,36,86,57,4,0,0,18,13,5,7,0,7
MI-511,2021,87548,9693,38649,4410,8124,34239,3296,40875,2337,18598,1285275,5.717431192660551,11.410385779709694,23.727328485060895,40.57114721811915,11.07164069995888,97,52,45,0,97,959,202,140,62,0,103,98,46,94,57,4,0,0,18,4,14,7,0,7
MI-511,2022,85881,9577,38913,4868,7692,34045,3315,41292,2400,20367,1429571,5.812263876780006,12.509958111685041,22.593626083125276,43.096723868954754,11.151477043816444,158,72,86,0,158,570,219,153,66,0,122,96,64,89,58,7,0,0,14,7,7,7,0,7
MI-511,2023,85881,9577,38913,4868,7692,34045,3315,41292,2400,20367,1429571,5.812263876780006,12.509958111685041,22.593626083125276,43.096723868954754,11.151477043816444,149,96,53,0,149,183,223,153,70,0,122,96,64,89,58,7,0,0,29,18,11,7,0,7
MI-512,2007,166898,18280,97683,29115,13024,68568,5849,85000,8731,30569,1914003,10.271764705882353,29.805595651239216,18.99428304748571,44.90939803439804,10.952797517046339,241,165,76,25,216,6821,NA,110,163,NA,NA,NA,34,76,103,60,NA,NA,NA,NA,NA,130,61,69
MI-512,2008,166898,18280,97683,29115,13024,68568,5849,85000,8731,30569,1914003,10.271764705882353,29.805595651239216,18.99428304748571,44.90939803439804,10.952797517046339,241,165,76,25,216,6369,NA,112,167,NA,NA,NA,21,91,116,51,NA,NA,NA,NA,NA,343,217,126
MI-512,2009,166898,18280,97683,29115,13024,68568,5849,85000,8731,30569,1914003,10.271764705882353,29.805595651239216,18.99428304748571,44.90939803439804,10.952797517046339,281,133,148,2,279,5919,NA,101,175,NA,NA,NA,20,81,134,41,NA,NA,NA,NA,NA,339,204,135
MI-512,2010,166898,18280,97683,29115,13024,68568,5849,85000,8731,30569,1914003,10.271764705882353,29.805595651239216,18.99428304748571,44.90939803439804,10.952797517046339,296,127,169,11,285,5473,NA,103,195,NA,NA,NA,22,81,172,23,NA,NA,NA,NA,NA,328,204,124
MI-512,2011,167205,20152,98371,30261,13347,68110,6181,85000,8731,31548,1919200,10.271764705882353,30.762114850921513,19.59624137424754,46.310032216977596,12.052271164139828,234,128,106,21,213,5035,NA,97,144,NA,NA,NA,28,69,138,6,NA,NA,NA,NA,NA,506,370,136
MI-512,2012,167579,20549,98636,30443,13301,68193,6373,84763,8772,31792,1950595,10.348855042884278,30.86398475201752,19.504934524071384,47.91369069994737,12.262276299536339,316,174,142,48,268,4605,NA,116,140,NA,NA,NA,37,70,97,28,NA,NA,NA,NA,NA,198,114,84
MI-512,2013,167984,21029,98728,30522,13881,68206,6360,84369,8675,32181,1971350,10.28221266104849,30.915241876671256,20.351581972260504,45.818024637994384,12.51845413848938,328,196,132,39,289,4184,NA,142,124,NA,NA,NA,37,96,100,10,NA,NA,30,14,16,198,116,82
MI-512,2014,168742,20670,99179,31106,13667,68073,6436,83781,7519,32080,2008026,8.97458851052148,31.363494288105343,20.07697618732831,47.091534352820666,12.249469604484952,396,201,195,55,341,3766,289,128,161,0,264,17,122,0,142,17,0,0,0,0,0,0,0,0
MI-512,2015,169613,20000,99475,31060,13776,68415,6083,83688,6334,31705,2018573,7.56858808909282,31.22392560944961,20.135935101951326,44.15650406504065,11.791548996833969,302,226,76,37,265,3357,270,217,53,0,76,183,58,156,18,27,0,0,63,33,30,67,27,40
MI-512,2016,170415,18248,99813,31080,13456,68733,5651,84295,5590,31940,2104129,6.631472803843644,31.138228487271196,19.577204545123887,41.9961355529132,10.707977584132852,243,204,39,10,233,2950,168,124,44,0,79,83,45,73,34,10,0,0,10,6,4,243,143,100
MI-512,2017,170739,18059,101046,31843,13395,69203,5385,84615,5073,32070,2192552,5.995390888140401,31.513370148249315,19.356097279019696,40.201567749160134,10.576962498316144,228,167,61,40,188,2545,171,147,24,0,58,102,46,95,12,7,0,0,19,13,6,309,207,102
MI-512,2018,171577,17709,101821,31858,13374,69963,5668,85276,4512,32896,2311647,5.291054927529434,31.288241129040177,19.115818361133744,42.380738746822196,10.32131346276016,235,169,66,23,212,2146,172,151,21,0,64,99,52,93,12,6,0,0,13,5,8,319,208,111
MI-512,2019,172239,17095,102543,32249,13128,70294,5700,85813,3974,33388,2395942,4.630999965040262,31.449245682299132,18.67584715622955,43.41864716636197,9.925162129366752,168,122,46,4,164,1747,144,129,15,0,64,71,52,71,12,0,0,0,40,33,7,332,203,129
MI-512,2020,163519,16724,98943,31343,12119,67600,5550,81096,3441,43447,3157671,4.2431192660550465,31.677834712915516,17.92751479289941,45.79585774403829,10.227557653850623,211,178,33,28,183,1352,141,128,13,0,57,75,45,75,12,0,0,0,71,62,9,306,197,109
MI-512,2021,170258,17172,99507,30184,12363,69323,5822,84157,3775,47105,3393574,4.485663699989305,30.33354437376265,17.83390793820233,47.09212974197201,10.085869680132504,202,135,67,0,202,960,175,165,10,0,68,98,60,97,8,1,0,0,107,63,44,279,185,94
MI-512,2022,165882,16807,95134,26553,13053,68581,5917,82853,3359,51462,3559200,4.0541682256526625,27.91115689448567,19.032968314839387,45.33057534666361,10.131900989860263,164,125,39,5,159,571,125,117,8,0,42,74,36,73,6,1,0,0,70,37,33,267,165,102
MI-512,2023,165882,16807,95134,26553,13053,68581,5917,82853,3359,51462,3559200,4.0541682256526625,27.91115689448567,19.032968314839387,45.33057534666361,10.131900989860263,198,154,44,35,163,184,127,121,6,0,45,73,42,71,3,2,0,0,62,32,30,273,164,109
MI-514,2007,137112,22369,61102,7177,15034,53925,7442,65693,8321,25489,1636457,12.666494147017184,11.745933030015385,27.879462216040796,49.50113077025409,16.31439990664566,205,140,65,88,117,6823,NA,108,97,NA,NA,NA,41,67,30,67,NA,NA,NA,NA,NA,24,0,24
MI-514,2008,137112,22369,61102,7177,15034,53925,7442,65693,8321,25489,1636457,12.666494147017184,11.745933030015385,27.879462216040796,49.50113077025409,16.31439990664566,274,193,81,110,164,6371,NA,127,107,NA,NA,NA,56,71,15,92,NA,NA,NA,NA,NA,23,18,5
MI-514,2009,137112,22369,61102,7177,15034,53925,7442,65693,8321,25489,1636457,12.666494147017184,11.745933030015385,27.879462216040796,49.50113077025409,16.31439990664566,238,176,62,53,185,5921,NA,127,132,NA,NA,NA,56,71,40,92,NA,NA,NA,NA,NA,23,18,5
MI-514,2010,137112,22369,61102,7177,15034,53925,7442,65693,8321,25489,1636457,12.666494147017184,11.745933030015385,27.879462216040796,49.50113077025409,16.31439990664566,186,136,50,53,133,5475,NA,124,87,NA,NA,NA,55,69,20,67,NA,NA,NA,NA,NA,250,70,180
MI-514,2011,136554,22658,61064,7583,15472,53481,7886,65693,8321,26347,1620987,12.666494147017184,12.418118695139526,28.929900338437946,50.96949327817993,16.592703252925585,192,144,48,56,136,5037,NA,124,83,NA,NA,NA,84,40,20,63,NA,NA,NA,NA,NA,342,93,249
MI-514,2012,136063,22585,60997,7707,15725,53290,7743,66297,8821,26629,1624081,13.305277765208078,12.635047625293048,29.508350534809537,49.24006359300477,16.59892843756201,216,167,49,56,160,4607,NA,182,58,NA,NA,NA,71,111,18,40,NA,NA,NA,NA,NA,205,25,180
MI-514,2013,135534,23525,60837,7409,16214,53428,7712,65680,8677,27002,1586824,13.211023142509134,12.178444038989431,30.347383394474807,47.563833723942274,17.357268286924317,236,167,69,64,172,4186,NA,123,131,NA,NA,NA,75,48,18,111,NA,NA,0,0,0,210,27,183
MI-514,2014,135150,22693,60832,7990,15934,52842,7411,64198,7459,27731,1604923,11.61874201688526,13.13453445554971,30.154044131562014,46.510606250784484,16.790972992970772,284,209,75,54,230,3768,287,123,151,13,113,172,75,48,38,111,0,13,0,0,0,306,27,279
MI-514,2015,134790,22931,60716,7866,16210,52850,7838,63007,6320,27717,1612743,10.030631517133017,12.95539890638382,30.671712393566697,48.35286859962986,17.0123896431486,285,189,96,59,226,3359,243,147,83,13,99,142,81,66,18,63,0,13,0,0,0,306,27,279
MI-514,2016,134691,22245,60667,7578,16134,53089,7687,63302,5353,28119,1677390,8.45628890082462,12.491140158570557,30.39047636986946,47.64472542456923,16.515580105574983,246,171,75,37,209,2952,237,148,76,13,98,137,81,67,17,57,0,13,5,5,0,149,0,149
MI-514,2017,134327,22630,60924,7396,16182,53528,7851,62859,4680,29453,1729127,7.4452345726149005,12.139715054822402,30.230907188761023,48.516870596959585,16.846948119142095,204,152,52,29,175,2547,239,150,76,13,98,139,81,69,17,57,0,13,10,10,0,149,0,149
MI-514,2018,134473,22073,60879,7220,16379,53659,7755,63093,4422,29860,1812272,7.00870144073035,11.859590334926658,30.52423638159489,47.34721289456011,16.414447509909053,236,172,64,41,195,2148,221,166,49,6,85,136,68,98,17,32,0,6,25,16,9,149,0,149
MI-514,2019,134212,21423,60889,6898,16248,53991,7649,64065,4033,31589,1876131,6.295168969015844,11.328811443774738,30.093904539645493,47.076563269325455,15.962060024438948,241,162,79,38,203,1749,196,156,40,0,88,108,71,85,17,23,0,0,55,37,18,90,2,88
MI-514,2020,125845,21125,57652,6595,16218,51057,7502,59561,3977,30267,1830346,6.677188092879568,11.439325608825365,31.7644985016746,46.25724503637933,16.786523103818187,229,185,44,47,182,1353,212,181,31,0,77,135,77,104,0,31,0,0,40,21,19,97,8,89
MI-514,2021,128084,20390,57237,6434,15683,50803,7032,61070,4345,31613,1969654,7.114786310790895,11.240980484651535,30.870224199358304,44.838360007651595,15.91924049842291,149,113,36,6,143,961,233,206,27,0,77,156,77,129,0,27,0,0,6,0,6,150,5,145
MI-514,2022,127889,18904,57211,6538,14964,50673,6541,60637,4252,34038,2181054,7.012220261556476,11.427872262327176,29.530519211414365,43.71157444533547,14.781568391339365,218,159,59,30,188,572,247,209,38,0,82,165,77,132,5,33,0,0,5,3,2,151,21,130
MI-514,2023,127889,18904,57211,6538,14964,50673,6541,60637,4252,34038,2181054,7.012220261556476,11.427872262327176,29.530519211414365,43.71157444533547,14.781568391339365,241,179,62,39,202,185,256,213,43,0,80,176,77,136,3,40,0,0,6,0,6,148,28,120
MI-515,2007,152784,13552,62930,4632,11250,58298,5219,76902,8660,30425,2108834,11.261085537437259,7.360559351660576,19.297402998387593,46.39111111111111,8.87003874751283,142,109,33,11,131,6824,NA,97,57,NA,NA,NA,63,34,0,57,NA,NA,NA,NA,NA,22,20,2
MI-515,2008,152784,13552,62930,4632,11250,58298,5219,76902,8660,30425,2108834,11.261085537437259,7.360559351660576,19.297402998387593,46.39111111111111,8.87003874751283,142,109,33,11,131,6372,NA,97,80,NA,NA,NA,63,34,23,57,NA,NA,NA,NA,NA,22,20,2
MI-515,2009,152784,13552,62930,4632,11250,58298,5219,76902,8660,30425,2108834,11.261085537437259,7.360559351660576,19.297402998387593,46.39111111111111,8.87003874751283,140,75,65,4,136,5922,NA,97,80,NA,NA,NA,63,34,23,57,NA,NA,NA,NA,NA,22,20,2
MI-515,2010,152784,13552,62930,4632,11250,58298,5219,76902,8660,30425,2108834,11.261085537437259,7.360559351660576,19.297402998387593,46.39111111111111,8.87003874751283,140,75,65,4,136,5476,NA,97,80,NA,NA,NA,63,34,23,57,NA,NA,NA,NA,NA,22,20,2
MI-515,2011,152410,15727,62935,4735,11412,58200,5267,76902,8660,30348,2137928,11.261085537437259,7.523635496941289,19.60824742268041,46.153172099544335,10.31887671412637,121,81,40,4,117,5038,NA,88,34,NA,NA,NA,53,35,27,7,NA,NA,NA,NA,NA,14,10,4
MI-515,2012,148912,17454,61885,4687,12012,57198,5623,74655,8463,30024,2025901,11.336146272855133,7.573725458511755,21.00073429140879,46.811521811521814,11.721016439239282,113,81,32,4,109,4608,NA,106,34,NA,NA,NA,53,53,27,7,NA,NA,NA,NA,NA,13,5,8
MI-515,2013,148320,17957,61988,4387,12176,57601,5583,73731,8381,30098,2003815,11.366996243099917,7.077176227656966,21.13852190066145,45.85249671484888,12.1069309600863,139,111,28,3,136,4187,NA,105,71,NA,NA,NA,48,57,0,71,NA,NA,0,0,0,13,5,8
MI-515,2014,148288,17512,62225,4793,12078,57432,5437,73272,7306,30261,2037673,9.971066710339556,7.702691844114103,21.030087755954867,45.01573108130485,11.809451877427708,185,147,38,3,182,3769,204,85,119,0,87,117,52,33,35,84,0,0,0,0,0,27,10,17
MI-515,2015,150436,16860,63403,4837,12029,58566,5247,74160,6136,31617,2122177,8.274002157497302,7.628976546851095,20.539220708260768,43.61958600049879,11.207423754952273,185,129,56,4,181,3360,204,85,119,0,87,117,52,33,35,84,0,0,0,0,0,16,4,12
MI-515,2016,147428,16037,62351,4726,11894,57625,5141,72156,5024,30308,2084596,6.96269194522978,7.57966993312056,20.640347071583516,43.223474020514544,10.877852239737363,176,131,45,3,173,2953,210,91,119,0,89,121,54,37,35,84,0,0,0,0,0,24,7,17
MI-515,2017,149619,16555,63613,4961,11633,58652,5187,73542,4337,31714,2273589,5.897310380462865,7.79872038734221,19.833935756666442,44.588670162468844,11.06477118547778,193,122,71,3,190,2548,205,86,119,0,84,121,49,37,35,84,0,0,119,44,75,33,20,13
MI-515,2018,149699,15747,64005,4726,11806,59279,5573,73930,3624,33016,2330604,4.9019342621398625,7.383798140770252,19.91599048566946,47.2048111129934,10.519108344077114,209,135,74,10,199,2149,258,151,107,0,89,169,66,85,23,84,0,0,131,51,80,34,20,14
MI-515,2019,149727,16493,64370,4441,12151,59929,5863,73808,3532,33348,2359818,4.785389117710817,6.899176635078453,20.275659530444358,48.25117274298412,11.015381327349107,167,91,76,0,167,1750,240,151,89,0,89,151,66,85,23,66,0,0,15,15,0,18,16,2
